GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,Geography,Geographic Area Name_x,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,"HOUSEHOLD INCOME Less than $10,000","HOUSEHOLD INCOME $10,000 to $24,999","HOUSEHOLD INCOME $25,000 to $34,999","HOUSEHOLD INCOME $35,000 to $49,999","HOUSEHOLD INCOME $50,000 to $74,999","HOUSEHOLD INCOME $75,000 to $99,999","HOUSEHOLD INCOME $100,000 to $149,999","HOUSEHOLD INCOME $150,000 or more",Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total No bedroom,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City Name,city,county_name,lat,lng,population,density
610345,CA,Campbell,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,35,35,3,3,2,1,0.4,1,0,0,0,0,0,1,4,3,3,1,1,1,42,42,35,2,0.4,0.049086297,0.164805906,3.869064806,1600000US0610345,"Campbell city, California",6057,1555000,215,955,23,4844,20,27,103,82,129,379,325,727,4285,228427,4000,10000,2619,1961,2191,2761,4000,Campbell,Campbell,Santa Clara,37.2802,-121.9539,43464,2759.7
610928,CA,CanyonLake,City,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.5,30,,,1,1,0.5,0,1,0,0,0,0,0,1,1,0,2,0,0,,,27.5,1,0.5,-0.545784005,-0.882429958,0.097857448,1600000US0610928,"Canyon Lake city, California",2220,595000,78,140,9,1986,7,44,52,83,79,167,283,437,1075,146687,2885,4771,2378,,,2533,2314,Canyon Lake,Canyon Lake,Riverside,33.6885,-117.2621,11108,1103.1
611040,CA,Capitola,City,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,27,15,2.5,3,1,1,0.75,1,0,0,0,0,0,1,1,2,2,1,1,1,35,42,27,1,0.75,-0.585442025,-0.882429958,2.141005305,1600000US0611040,"Capitola city, California",1178,837700,9,183,0,986,0,54,54,20,18,263,93,181,495,114254,3232,6314,2212,1706,1783,2417,2753,Capitola,Capitola,Santa Cruz,36.9773,-121.9537,9921,2402.4
611250,CA,CarmelbytheSea,City,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,40,40,2,1,1,1,0.6,1,0,0,0,0,0,1,1,2,2,1,1,1,28,14,40,1,0.6,0.445666498,-0.882429958,2.141005305,1600000US0611250,"Carmel-by-the-Sea city, California",375,1616800,0,124,0,251,0,0,0,0,37,39,28,78,193,180393,3592,7387,2685,1237,2854,2775,2692,Carmel-by-the-Sea,Carmel-by-the-Sea,Monterey,36.5528,-121.9222,3239,1178.4
611530,CA,Carson,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,30,3,2,2,1,0.6,1,0,0,0,0,0,1,2,2,2,1,1,0,42,28,30,2,0.6,-0.347493905,0.164805906,2.533206398,1600000US0611530,"Carson city, California",13202,632200,731,1143,50,11237,41,356,338,395,615,1290,1262,3930,5016,127959,2568,4886,1815,1590,1162,1642,2089,Carson,Carson,Los Angeles,33.8374,-118.2559,94475,1947.4
612524,CA,Ceres,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,20,35,2,1,1,1,0.333333333,0,1,0,0,0,0,1,1,2,2,2,1,0,28,14,20,1,0.333333333,-1.140654307,-0.882429958,1.795912905,1600000US0612524,"Ceres city, California",5586,379900,115,192,9,5270,0,76,237,313,605,1059,960,1417,919,88217,1807,2654,1570,1087,641,1341,1716,Ceres,Ceres,Stanislaus,37.5952,-120.962,49183,1999.2
613014,CA,Chico,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2.5,3,2,1,0.647058824,1,0,0,0,0,0,1,4,2,2,1,1,1,35,42,35,2,0.647058824,0.049086297,0.164805906,3.317608584,1600000US0613014,"Chico city, California",12095,444700,321,813,49,10785,127,251,506,298,692,1201,1638,3148,4361,122158,2108,3568,1360,888,1055,1335,1739,Chico,Chico,Butte,39.7578,-121.8161,110001,1152
613210,CA,Chino,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,20,14,2,2,2,1,0.7,0,1,0,0,0,0,1,3,2,2,2,1,1,28,28,20,2,0.7,-1.140654307,0.164805906,2.580315091,1600000US0613210,"Chino city, California",12463,611100,325,866,106,11108,58,181,401,354,432,1490,1303,3279,5023,124753,2726,5238,2001,1423,1440,1845,2406,Chino,Chino,San Bernardino,33.9836,-117.6654,91008,1188.1
613214,CA,ChinoHills,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,40,40,2,2,4,4,0.333333333,1,0,0,0,0,0,1,4,2,2,1,1,1,28,28,40,4,0.333333333,0.445666498,2.259277634,3.317608584,1600000US0613214,"Chino Hills city, California",12228,797000,383,1454,55,10172,164,241,178,173,602,1186,1102,2240,6506,158144,2983,6172,2575,2491,2177,2372,2760,Chino Hills,Chino Hills,San Bernardino,33.9508,-117.7254,78223,676.4
613294,CA,Chowchilla,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,2,1,2,2,0.714285714,1,0,0,0,0,0,1,3,2,2,1,1,1,28,14,30,2,0.714285714,-0.347493905,0.164805906,2.925407491,1600000US0613294,"Chowchilla city, California",1641,307500,12,28,0,1601,0,76,81,56,102,323,319,308,376,88142,1829,2465,1034,,496,922,1363,Chowchilla,Chowchilla,Madera,37.1095,-120.2349,18772,653.8
613756,CA,Claremont,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,25,25,2,2,1,1,0.166666667,1,0,0,0,0,0,1,2,2,2,1,1,1,28,28,25,1,0.166666667,-0.744074106,-0.882429958,2.533206398,1600000US0613756,"Claremont city, California",5743,834800,179,755,9,4772,28,80,67,98,232,392,505,1098,3271,169141,3245,6215,1970,1555,1574,2173,2682,Claremont,Claremont,Los Angeles,34.1259,-117.7153,36891,1068.2
614260,CA,Coachella,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,27.5,25,2,2,1.33,1,0.555555556,0,0,1,0,0,0,1,4,2,2,3,1,1,28,28,27.5,1.33,0.555555556,-0.545784005,-0.536842123,2.627423784,1600000US0614260,"Coachella city, California",5913,334800,41,54,0,5818,0,191,284,607,819,1112,1192,1266,442,70855,1776,4183,983,835,788,845,1297,Coachella,Coachella,Riverside,33.6905,-116.143,42279,545.6
614890,CA,Colton,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,37.5,40,3,3,1,1,0.625,0,1,0,0,0,0,1,1,2,2,2,1,1,42,42,37.5,1,0.625,0.247376397,-0.882429958,1.795912905,1600000US0614890,"Colton city, California",5708,388300,73,131,0,5462,42,121,157,141,492,1427,985,1452,933,93216,1779,2904,1462,1166,1225,1512,1832,Colton,Colton,San Bernardino,34.0538,-117.3255,53959,1333
614974,CA,Commerce,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,3,2,0,25,25,4,5,1.5,1,0.714285714,0,1,0,0,0,0,1,1,3,2,2,1,0,56,70,25,1.5,0.714285714,-0.744074106,-0.358812026,2.19175406,1600000US0614974,"Commerce city, California",1129,589500,0,105,0,1024,0,18,20,8,99,182,150,307,345,116595,2295,3730,1310,777,1135,1483,1537,Commerce,Commerce,Los Angeles,33.9963,-118.1519,12253,724
615044,CA,Compton,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,30,30,1,1,2,1,0.5,0,1,0,0,0,0,1,1,3,2,2,1,1,14,14,30,2,0.5,-0.347493905,0.164805906,2.19175406,1600000US0615044,"Compton city, California",10175,499100,286,412,74,9355,48,337,537,496,688,1768,1790,2664,1895,92548,2266,4326,1464,981,1170,1561,1870,Compton,Compton,Los Angeles,33.893,-118.2274,94822,3651
616224,CA,Corcoran,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,10,10,2,2,2,2,0.454545455,1,0,0,0,0,0,1,2,2,2,1,0,1,28,28,10,2,0.454545455,-1.93381471,0.164805906,2.057795018,1600000US0616224,"Corcoran city, California",1536,224200,36,65,0,1435,0,25,135,224,115,293,287,353,104,70761,1350,1732,994,,705,909,1229,Corcoran,Corcoran,Kings,36.0841,-119.5613,22808,1180.8
616322,CA,Corning,City,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,2.5,2.5,2,1,0.666666667,1,0,0,0,0,0,0,1,2,2,1,1,0,35,35,35,2,0.666666667,0.049086297,0.164805906,1.625432516,1600000US0616322,"Corning city, California",825,262600,122,0,0,703,0,39,0,118,25,299,186,61,97,60042,1449,1715,1060,,590,1030,1221,Corning,Corning,Tehama,39.9283,-122.1819,8196,892.1
616350,CA,Corona,City,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,40,40,3,3,1,1,0.428571429,1,0,0,0,0,0,0,2,2,3,1,1,1,42,42,40,1,0.428571429,0.445666498,-0.882429958,2.173248675,1600000US0616350,"Corona city, California",22114,636900,778,1642,48,19480,166,322,636,572,1001,1923,2538,5475,9647,139059,2761,5066,2020,1670,1635,1940,2435,Corona,Corona,Riverside,33.8616,-117.5649,158346,1532.6
616378,CA,Coronado,City,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,26,40,2,2,2,1,0.666666667,1,0,0,0,0,0,0,1,3,2,1,1,1,28,28,26,2,0.666666667,-0.664758066,0.164805906,2.021273671,1600000US0616378,"Coronado city, California",1950,1948500,28,334,0,1568,20,20,59,42,101,162,109,298,1159,186154,4000,10000,3046,2357,2199,3107,4000,Coronado,Coronado,San Diego,32.6649,-117.1604,18871,933.5
616462,CA,CorteMadera,Town,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,30,2,2,1.5,1,0.857142857,1,0,0,0,0,0,0,4,2,3,1,1,1,28,28,30,1.5,0.857142857,-0.347493905,-0.358812026,2.957650861,1600000US0616462,"Corte Madera town, California",2016,1740900,16,296,57,1614,33,0,12,33,30,94,34,170,1643,250000,4000,10000,3361,,2760,4000,4000,Corte Madera,Corte Madera,Marin,37.9238,-122.5128,10155,1240.7
616742,CA,Covina,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2.25,2.5,2,1,0.111111111,1,0,0,0,0,0,1,1,2,2,1,0,1,31.5,35,35,2,0.111111111,0.049086297,0.164805906,1.665593925,1600000US0616742,"Covina city, California",6531,648600,122,536,14,5742,117,166,223,169,351,645,763,1346,2868,132331,2699,5153,1777,1803,1604,1782,2165,Covina,Covina,Los Angeles,34.0903,-117.8818,50717,2783.5
617022,CA,Crescent,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,45,45,1,1,1,1,0.571428571,1,0,0,0,0,0,1,2,3,2,1,1,1,14,14,45,1,0.571428571,0.842246699,-0.882429958,2.929047554,1600000US0617022,"Crescent City city, California",345,247600,0,24,0,321,0,0,75,16,29,64,41,57,63,70987,1121,1950,1122,,990,1052,1447,Crescent City,Crescent City,Del Norte,41.7728,-124.1902,6379,1254.6
617946,CA,DanaPoint,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,29.5,28,2,2,3,9,0.714285714,1,0,0,0,0,0,1,1,2,3,1,1,1,28,28,29.5,3,0.714285714,-0.387151925,1.21204177,2.296620371,1600000US0617946,"Dana Point city, California",6304,1152600,139,531,18,5542,74,146,233,127,212,585,420,1328,3253,168533,3845,7535,2606,1826,2194,2511,4000,Dana Point,Dana Point,Orange,33.4733,-117.6967,33025,1966
618394,CA,Delano,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,,,2,1,0.428571429,1,0,0,0,0,0,1,4,2,2,1,1,1,,,35,2,0.428571429,0.049086297,0.164805906,3.317608584,1600000US0618394,"Delano city, California",4568,261900,116,148,19,4233,52,19,412,289,512,900,1090,735,611,79346,1514,1896,1075,709,579,1053,1144,Delano,Delano,Kern,35.7662,-119.2635,50498,1324.9
618506,CA,DelMar,City,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,26,26,1,1,2,2,0.571428571,1,0,0,0,0,0,0,3,3,3,1,1,1,14,14,26,2,0.571428571,-0.664758066,0.164805906,2.961290923,1600000US0618506,"Del Mar city, California",506,2000000,0,24,0,482,0,5,0,0,5,27,13,83,373,250000,4000,10000,2961,,2456,3244,,Del Mar,Del Mar,San Diego,32.9635,-117.2624,3956,889.6
620018,CA,Dublin,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,15,15,3,3,1,1,0.625,1,0,0,0,0,0,1,1,2,3,1,1,0,42,42,15,1,0.625,-1.537234509,-0.882429958,2.296620371,1600000US0620018,"Dublin city, California",12122,1180800,289,1660,59,10001,113,45,247,41,186,504,521,1423,9155,248026,4000,10000,3094,2408,2650,3068,4000,Dublin,Dublin,Alameda,37.7161,-121.8963,71068,1801.8
621712,CA,ElCajon,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,20,1,1,1,1,0.761904762,1,0,0,0,0,0,1,3,2,2,1,1,1,14,14,35,1,0.761904762,0.049086297,-0.882429958,2.925407491,1600000US0621712,"El Cajon city, California",10223,606200,186,1085,5,8808,139,358,355,232,699,1052,1215,2722,3590,116037,2589,4376,1686,1401,1434,1758,2277,El Cajon,El Cajon,San Diego,32.8017,-116.9604,105721,2813.3
622230,CA,ElMonte,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,2.25,2.5,1.1,2,0.461538462,1,0,0,0,0,0,1,2,2,2,1,1,1,31.5,35,30,1.1,0.461538462,-0.347493905,-0.777706372,2.533206398,1600000US0622230,"El Monte city, California",6579,609000,126,364,33,5963,93,142,330,431,419,1104,1094,1611,1448,91102,2398,5210,1605,934,1239,1653,2053,El Monte,El Monte,Los Angeles,34.0739,-118.0291,108682,4390.7
622412,CA,ElSegundo,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,45,45,2,2,2,1,0.625,1,0,0,0,0,0,1,1,2,2,1,0,1,28,28,45,2,0.625,0.842246699,0.164805906,1.665593925,1600000US0622412,"El Segundo city, California",2289,1531000,30,338,0,1872,49,8,39,99,27,148,134,284,1550,185917,4000,9850,2476,1407,1851,2663,3324,El Segundo,El Segundo,Los Angeles,33.917,-118.4018,17081,1210.3
622594,CA,Emeryville,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,12,12,2,2,2,1,0.666666667,1,0,0,0,0,0,1,1,2,2,1,1,1,28,28,12,2,0.666666667,-1.775182629,0.164805906,2.141005305,1600000US0622594,"Emeryville city, California",1429,656000,21,83,14,1311,0,7,34,3,44,103,151,244,843,186696,2916,6988,2840,2341,2752,3323,3250,Emeryville,Emeryville,Alameda,37.8382,-122.2932,12840,3893.8
622678,CA,Encinitas,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,2,2,2,2,0.380952381,1,0,0,0,0,0,1,4,2,2,1,1,1,28,28,30,2,0.380952381,-0.347493905,0.164805906,3.317608584,1600000US0622678,"Encinitas city, California",9905,1451600,268,1601,26,7917,93,81,275,114,257,475,456,1598,6649,211834,4000,9047,2480,1902,1951,2617,3074,Encinitas,Encinitas,San Diego,33.0492,-117.261,61942,1255.1
623126,CA,Exeter,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,35,35,,,2,2,0.363636364,0,1,0,0,0,0,1,1,3,2,2,1,1,,,35,2,0.363636364,0.049086297,0.164805906,2.19175406,1600000US0623126,"Exeter city, California",1318,264200,98,18,16,1186,0,16,101,62,110,238,220,264,307,87188,1685,2331,1184,,535,1069,1318,Exeter,Exeter,Tulare,36.2941,-119.1459,10327,1620.2
623616,CA,Farmersville,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,3,3,1.5,1,0.75,1,0,0,0,0,0,1,1,2,2,1,1,1,42,42,30,1.5,0.75,-0.347493905,-0.358812026,2.141005305,1600000US0623616,"Farmersville city, California",1185,247900,0,23,0,1162,0,30,168,118,100,340,183,190,56,60906,1360,1370,890,757,624,1058,1058,Farmersville,Farmersville,Tulare,36.305,-119.2083,10393,1773.5
624638,CA,Folsom,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,10,2,2,2,1,0.571428571,0,1,0,0,0,0,1,2,2,3,2,1,1,28,28,30,2,0.571428571,-0.347493905,0.164805906,2.343729064,1600000US0624638,"Folsom city, California",14356,695300,213,1372,30,12531,210,266,383,191,457,834,926,2398,8901,181061,3014,6226,2164,1621,1734,2125,2598,Folsom,Folsom,Sacramento,38.6668,-121.1422,81077,1122.8
625296,CA,Fortuna,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,32.5,30,2.5,3,2,1,0.666666667,0,0,0,1,0,0,1,1,2,2,4,0,0,35,42,32.5,2,0.666666667,-0.149203804,0.164805906,0.630316724,1600000US0625296,"Fortuna city, California",1807,342300,104,132,0,1571,0,39,96,98,159,240,432,316,427,95998,1693,2838,1113,641,842,1124,1539,Fortuna,Fortuna,Humboldt,40.5862,-124.1419,12527,920.9
625380,CA,FountainValley,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,24,24,2,2,1.75,1,0.75,1,0,0,0,0,0,1,1,2,2,1,1,1,28,28,24,1.75,0.75,-0.823390146,-0.09700306,2.141005305,1600000US0625380,"Fountain Valley city, California",7735,933200,162,1064,32,6436,41,184,201,167,292,656,630,1671,3934,152104,3136,6178,2412,2017,2117,2345,2694,Fountain Valley,Fountain Valley,Orange,33.7105,-117.9514,56754,2415.7
626000,CA,Fremont,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,30,30,2,2,1,1,0.466666667,1,0,0,0,0,0,1,1,3,2,1,1,1,28,28,30,1,0.466666667,-0.347493905,-0.882429958,2.53684646,1600000US0626000,"Fremont city, California",32589,1258400,639,3509,137,27989,315,344,516,391,559,1196,1799,3726,24058,227669,3821,9658,2824,2307,2347,2844,3304,Fremont,Fremont,Alameda,37.5265,-121.9843,228795,1131
627000,CA,Fresno,City,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,4,2,1,37.5,40,4,5,1,1,0.481481481,0,1,0,0,0,2,1,4,4,2,2,1,1,56,70,37.5,1,0.481481481,0.247376397,-0.882429958,4.230468748,1600000US0627000,"Fresno city, California",58657,327400,1052,3033,233,53918,421,1485,2455,2622,4637,8940,9512,14113,14893,99140,1811,2625,1227,1000,971,1198,1574,Fresno,Fresno,Fresno,36.783,-119.7939,725276,1805.3
628168,CA,Gardena,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,25,10,2,2,2,2,0.666666667,1,0,0,0,0,0,1,1,2,2,1,1,1,28,28,25,2,0.666666667,-0.744074106,0.164805906,2.141005305,1600000US0628168,"Gardena city, California",6376,646800,110,512,68,5614,72,152,169,288,439,648,850,1548,2282,116609,2586,4884,1638,1221,1412,1705,2183,Gardena,Gardena,Los Angeles,33.8943,-118.3072,60377,3999.2
630014,CA,Glendora,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2,2,1.5,1,0.55,1,0,0,0,0,0,1,3,2,2,1,1,1,28,28,35,1.5,0.55,0.049086297,-0.358812026,2.925407491,1600000US0630014,"Glendora city, California",7584,773700,231,761,108,6422,62,85,243,164,225,902,675,1641,3649,146826,3070,5655,2083,1419,1653,2073,2559,Glendora,Glendora,Los Angeles,34.1449,-117.8467,52095,1030.9
630994,CA,Greenfield,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,65,2.5,2,1,1,0.6,1,0,0,0,0,0,1,1,2,2,1,1,1,35,28,35,1,0.6,0.049086297,-0.882429958,2.141005305,1600000US0630994,"Greenfield city, California",1574,428100,43,138,0,1379,14,20,17,120,82,369,187,419,360,98947,1943,3235,1627,314,1220,1386,1855,Greenfield,Greenfield,Monterey,36.3242,-121.2428,18998,2516.8
631260,CA,Gridley,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,,,1,1,0.3125,1,0,0,0,0,0,1,4,2,2,1,1,1,,,30,1,0.3125,-0.347493905,-0.882429958,3.317608584,1600000US0631260,"Gridley city, California",766,292700,0,31,0,695,40,0,30,9,149,86,127,241,124,97381,1439,2185,1116,,770,1035,1404,Gridley,Gridley,Butte,39.3622,-121.6971,7444,1377.5
631393,CA,GroverBeach,City,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,18,20,1,1,2,2,0.857142857,1,0,0,0,0,0,0,1,2,2,1,1,0,14,14,18,2,0.857142857,-1.299286388,0.164805906,1.625432516,1600000US0631393,"Grover Beach city, California",1965,673000,0,76,0,1872,17,16,119,17,208,215,263,374,753,122228,2233,4167,1799,1077,1218,1818,2150,Grover Beach,Grover Beach,San Luis Obispo,35.1204,-120.6197,12757,2130.4
631568,CA,Gustine,City,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,17,14,5,5,2,1,0.4,0,1,0,0,0,0,0,1,2,2,2,1,0,70,70,17,2,0.4,-1.378602428,0.164805906,1.280340115,1600000US0631568,"Gustine city, California",930,423400,14,14,0,902,0,24,177,14,92,138,386,46,53,76316,1409,2694,1299,,474,1018,1716,Gustine,Gustine,Merced,37.2545,-120.9949,6122,1257.4
633308,CA,Hercules,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,45,35,2,2,1,1,0.714285714,1,0,0,0,0,0,1,2,3,2,1,1,1,28,28,45,1,0.714285714,0.842246699,-0.882429958,2.929047554,1600000US0633308,"Hercules city, California",5762,683800,223,424,36,5026,53,127,373,64,258,402,485,1359,2694,138894,3105,7635,2759,,1924,2243,3240,Hercules,Hercules,Contra Costa,38.0064,-122.2564,26041,1567.9
633364,CA,HermosaBeach,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,4,2,1,30,30,2,2,1,1,0.5,1,0,0,0,0,0,1,1,4,2,1,1,1,28,28,30,1,0.5,-0.347493905,-0.882429958,2.932687616,1600000US0633364,"Hermosa Beach city, California",3306,1986100,59,535,36,2662,14,40,83,17,45,202,143,479,2297,250000,4000,10000,2659,2238,2349,3017,4000,Hermosa Beach,Hermosa Beach,Los Angeles,33.8653,-118.3962,19551,5294.4
633434,CA,Hesperia,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,8.25,14,2,1,0.5,1,0,0,0,0,0,1,4,2,2,1,1,1,115.5,196,35,2,0.5,0.049086297,0.164805906,3.317608584,1600000US0633434,"Hesperia city, California",13241,342500,284,240,5,12712,0,268,626,736,1464,2015,2334,3522,2276,91663,1761,2295,1436,1026,916,1249,1684,Hesperia,Hesperia,San Bernardino,34.3975,-117.3147,99878,530.6
633798,CA,Hillsborough,Town,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,2,1,25,25,2,2,2,1,0,0,0,1,0,0,0,1,2,2,2,3,1,1,28,28,25,2,0,-0.744074106,0.164805906,1.843021598,1600000US0633798,"Hillsborough town, California",2149,2000000,15,411,43,1680,0,58,55,21,0,17,169,95,1734,250000,4000,10000,4000,,,,,Hillsborough,Hillsborough,San Mateo,37.5572,-122.3586,11258,704.9
